Year,Rank,Company,Leadership,Country,Defense_Revenue_From_A_Year_Ago,Defense_Revenue_From_Two_Years_Ago,%Defense Revenue Change,Total Revenue,%of Revenue from Defence
2009,21,Computer Sciences Corp.,"Michael Laphen, Chairman, President and CEO",U.S.,3800,3600.0,,16500,23
2009,22,Booz Allen Hamilton,"Ralph Shrader, Chairman and CEO",U.S.,3575,2930.0,,4300,83.1
2009,23,Textron,"Lewis Campbell, Chairman and CEO",U.S.,3400,2500.0,,14200,23.9
2009,24,URS,"Martin Koffel, CEO",U.S.,3370,2173.0,,10086,33.4
2009,25,DCNS,"Patrick Boissier, President and CEO",France,3200,3837.0,,3200,100
2009,26,Mitsubishi Heavy Industries,"Hideaki Omiya, President",Japan,3137.5,2874.0,,33728.7,9.3
2009,27,Safran,"Jean-Paul Herteman, CEO",France,3038.9,3156.3,,15193.2,20
2009,28,Saab Group,"Ake Svensson, President and CEO",Sweden,2932.7,2878.7,,3651.2,80
2009,29,ATK,"Dan Murphy, Chairman, President and CEO",U.S.,2850,2670.0,,4583.2,62.2
2009,30,QinetiQ,"Graham Love, CEO",U.K.,2588.5,2193.3,,2783.4,93
2009,31,Rheinmetall AG,"Klaus Eberhardt, CEO",Germany,2535.4,2565.0,,5407.7,46.9
2009,32,Elbit Systems,"Joseph Ackerman, President and CEO",Israel,2506.1,1882.9,,2638,95
2009,33,Harris,"Howard Lance, Chairman, President and CEO",U.S.,2465.7,1738.8,,5311,46.4
2009,34,Rockwell Collins,"Clayton Jones, Chairman, President and CEO",U.S.,2351,2231.0,,4769,49.3
2009,35,Israel Aerospace Industries,"Itzhak Nissan, President and CEO",Israel,2203,1937.0,,3585,61.5
2009,36,Bechtel,"Riley Bechtel, Chairman and CEO",U.S.,2202.9,1648.0,,31400,7
2009,37,Agility,"Tarek Abdul Aziz Sultan, Chairman and Ma-ging Director",Kuwait,2200,2000.0,,6800,32.4
2009,38,Dassault Aviation,"Charles Edelstenne, Chairman and CEO",France,2110.8,2404.1,,5525.5,38.2
2009,39,Krauss-Maffei Wegmann,"Frank Haun, Chairman and Ma-ging Director",Germany,2059.2,1914.7,,2059.2,95
2009,40,Aviation Holding Company Sukhoi,"Mikhail Pogosyan, Director",Russia,2039.2,1715.4,,2169.4,94
2009,41,Oshkosh Truck,"Robert Bohn, Chairman and CEO",U.S.,1991.9,1416.5,,7138.3,27.9
2009,42,VT Group,"Paul Lester, CEO",U.K.,1960,1370.0,,2700,72.6
2009,43,Cobham,"Allan Cook, CEO",U.K.,1932.4,1464.9,,2720,71
2009,44,CACI Inter-tio-l,"Paul Cofoni, President and CEO",U.S.,1807.8,1393.7,,2420.5,74.7
2009,45,Goodrich,"Marshall Larsen, Chairman, President and CEO",U.S.,1794,1600.0,,7062,25.4
2009,46,Babcock Inter-tio-l Group,"Peter Rogers, CEO",U.K.,1755,1697.6,,2700,65
2009,47,ManTech Inter-tio-l,"George Pedersen, Chairman and CEO",U.S.,1754.9,1351.1,,1870.9,93.8
2009,48,Hindustan Aero-utics,"Ashok -ik, Chairman and Ma-ging Director",India,1585.1,1729.6,,1981.4,80
2009,49,Mitsubishi Electric,"Setsuhiro Shimomura, President and CEO",Japan,1554.7,843.3,,36621.3,4.2
2009,50,Kawasaki Heavy Industries,"Tadaharu Ohashi, Chairman and President",Japan,1528.8,586.2,,13375.1,11.4
2009,51,Rafael Advanced Defense Systems,"Yedidia Yaari, President and CEO",Israel,1528,1286.0,,1528,100
2009,52,Serco,"Christopher Hyman, CEO",U.K.,1446.6,1460.9,,5786.20,25
2009,53,Force Protection,"Michael Moody, President and CEO",U.S.,1326.3,890.7,,1326.3,100
2009,54,Singapore Technologies Engineering,"Tan Pheng Hock, President and CEO",Singapore,1247.6,1106.4,,3780.7,33
2009,55,Tactical Missiles,"Boris Obnosov, Director",Russia,1152.6,1056.0,,1213.3,95
2009,56,Irkut,"Oleg Demchenko, Director",Russia,1149.8,1184.3,,1255.2,91.6
2009,57,General Atomics,"Neal Blue, Chairman & CEO",U.S.,1142.9,972.8,,-,-
2009,58,NEC,"Kaoru Yano, President",Japan,981.2,629.2,,42121.9,2.3
2009,59,Indra Sistemas,"Javier MonzÃ³n, Executive Chairman",Spain,944,932.0,,3284.4,28.7
2009,60,Diehl Stiftung,"Thomas Diehl, President and CEO",Germany,911.3,972.1,,3131.6,29.1
2009,61,Fluor,"Alan Boeckmann, Chairman and CEO",U.S.,864.6,558.0,,22325.9,3.9
2009,62,Jacobs Engineering,"Craig Martin, President and CEO",U.S.,846.9,627.0,,11252.2,7.5
2009,63,Meggitt,"Terry Twigger, CEO",U.K.,845.3,672.4,,2151.3,39.3
2009,64,Russian Helicopters,"Andrei Shibitov, Director",Russia,845.1,723.9,,1657.1,51
2009,65,VSE,"Maurice \""Mo\"" Gauthier",U.S.,831.7,538.5,,1043.7,79.7
2009,66,Kongsberg Gruppen,"Walter Qvam, CEO",Norway,799.6,570.8,,1986.1,40
2009,67,Battelle,"Jeffrey Wadsworth, President and CEO",U.S.,794,988.0,,4600,17.3
2009,68,Ruag,"Lukas Braunschweiler, CEO",Switzerland,777,569.0,,1420,54.7
2009,69,Nexter Systems,"Luc Vigneron, CEO",France,766,776.0,,766,100
2009,70,Teledyne Technologies,"Robert Mehrabian, CEO",U.S.,754.2,664.5,,1893,39.8
2009,71,Samsung Techwin,"ChangSuk Oh, President and CEO",South Korea,746.5,769.0,,2121.9,35.2
2009,72,GKN Group,"(Sir) Kevin Smith, CEO",U.K.,743.3,656.4,,8562.5,8.6
2009,73,Ultra Electronics,"Douglas Caster, CEO",U.K.,735.9,611.5,,955.6,77
2009,74,Bharat Electronics,"Ashwani Kumar Datt, Chairman and Ma-ging Director",India,733.1,892.7,,917.1,79.9
2009,75,ARINC,"John Belcher, Chairman and CEO",U.S.,702.8,505.2,,1162.6,60.5
2009,76,SRA Inter-tio-l,"Stanton Sloane, President and CEO",U.S.,669.1,614.4,,1506.9,44.4
2009,77,Curtiss-Wright,"Martin Be-nte, Chairman and CEO",U.S.,663,613.0,,1831,36.2
2009,78,Israel Military Industries,"Avi Felder, Ma-ging Director",Israel,660,570.0,,660,100
2009,79,CAE,"Robert Brown, President and CEO",Canada,649,543.4,,1489.8,43.6
2009,80,Uralvagonzavod,"Oleg Siyenko, Director",Russia,646.8,400.0,,1848.1,35
2009,81,Patria Oy,"Heikki Allonen, CEO",Finland,643,636.0,,748,86
2009,82,Alion Science and Technology,"Bahman Atefi, Chairman and CEO",U.S.,639,642.0,,739,86.5
2009,83,Cubic,"Walter Zable, Chairman, President and CEO",U.S.,607.8,641.1,,881.1,69
2009,84,KB Priborostroyeniya,"Igor Stepanichev, Acting Director",Russia,607,493.8,,610,99.5
2009,85,FLIR,"Earl Lewis, Chairman, President and CEO",U.S.,600,382.0,,1022,58.7
2009,86,Fincantieri - Cantieri -vali Italiani S.p.A.,"Giuseppe Bono, CEO",Italy,584.5,635.1,,4081.8,14.3
2009,87,Chemring Group,"David Price, CEO",U.K.,555,490.0,,575,96.5
2009,88,Day & Zimmermann,"Harold Yoh, Chairman and CEO",U.S.,548.3,491.5,,2324,23.6
2009,89,Ufa Enginebuilding,"Alexander Artyukhov, Director",Russia,541,588.6,,601,90
2009,90,AAR,"David Storch, Chairman and CEO",U.S.,516.9,379.2,,1384.2,37.3
2009,91,-mmo,"Edgar Fossheim, President and CEO",Norway,510.4,365.1,,5946,8.5
2009,92,Embraer,Frederico Fleury Curado,Brazil,504.8,346.4,,6335.2,8
2009,93,ASELSAN Elektronik Sa-yi ve Ticaret A.?.,"Cengiz Ergeneman, General Ma-ger",Turkey,488.2,423.3,,535.5,91.2
2009,94,Korea Aerospace Industries,"Hong Kyung Kim, President and CEO",Korea,484.7,542.9,,790,61.4
2009,95,Fujitsu,"Kuniaki Nozoe, President",Japan,442.6,387.9,,46891,0.9
2009,96,Ball Aerospace & Technologies,"David Taylor, President and CEO",U.S.,429,432.0,,746,57.5
2009,97,Hyundai Rotem,"Yeo-sung Lee, President and CEO",South Korea,414.2,400.7,,2090.1,19.8
2009,98,Accenture,"William Green, Chairman and CEO",U.S.,400,304.2,,23387,1.7
2009,99,RTI Systems Concern,"Sergei Tischenko, Director",Russia,396.1,313.5,,471.5,84
2009,100,ViaSat,"Mark Dankberg, Chairman and CEO",U.S.,389,320.0,,628,61.9
2008,1,Lockheed Martin,"Robert Stevens, President and CEO",U.S.,"36,090.0","34,225.0",,"39,620.0",91.0%
2008,2,Boeing,"James McNerney, Chairman, President and CEO",U.S.,"30,800.0","29,200.0",,"61,530.0",50.0
2008,3,BAE Systems,"Mike Turner, CEO",U.K.,"25,070.6","20,935.2",,"26,967.6",93.0
2008,4,Northrop Grumman,"Ronald Sugar, Chairman and CEO",U.S.,"23,649.0","23,332.0",,"30,148.0",78.4
2008,5,Raytheon,"William Swanson, Chairman and CEO",U.S.,"19,500.0","18,200.0",,"20,291.0",96.1
2008,6,General Dynamics,"Nicholas Chabraja, Chairman and CEO",U.S.,"18,769.0","16,570.0",,"24,063.0",78.0
2008,7,EADS,"Thomas Enders and Louis Gallois, co-CEOs",Netherlands,"13,202.7","9,120.3",,"52,018.6",25.4
2008,8,L-3 Communications,"Michael Strianese, CEO",U.S.,"9,989.6","8,549.2",,"12,476.9",80.1
2008,9,Finmeccanica,"Pierfrancesco Guarguaglini, Chairman and CEO",Italy,"9,057.1","7,125.7",,"16,466.4",55.0
2008,10,United Technologies,"George David, Chairman and CEO",U.S.,"7,652.6","6,832.0",,"47,829.0",16.0
2008,11,Thales,"Denis Ranque, Chairman and CEO",France,"6,997.4","8,523.3",,"13,598.8",51.5
2008,12,KBR 1,"William Utt, President, CEO and Director",U.S.,"6,400.0",-,,"9,600.0",66.7
2008,13,SAIC 2,"Ken Dahlberg, Chairman, CEO and President",U.S.,"5,800.0","5,400.0",,"8,300.0",69.9
2008,14,General Electric 3,"Jeffrey Immelt, Chairman and CEO",U.S.,"4,600.0","3,500.0",,"15,400.0",29.9
2008,15,Honeywell 4,"David Cote, Chairman and CEO",U.S.,"4,400.0",-,,"31,600.0",13.9
2008,16,Rolls-Royce,"Sir John Rose, CEO",U.K.,"4,062.3","3,293.6",,"14,007.8",29.0
2008,17,ITT,"Steve Gaffney, President of Defense",U.S.,"3,659.3","3,220.0",,"7,807.9",46.9
2008,18,DCNS,"Jean-Marie Poimboeuf, President and CEO",France,"3,564.7","3,352.0",,"3,564.7",100.0
2008,19,Computer Sciences Corp.,"Michael W. Laphen, Chairman, CEO and Director",U.S.,"3,530.0","3,368.9",,"14,615.6",24.2
2008,20,ATK 5,"Daniel Murphy, Chairman and CEO",U.S.,"3,066.0","2,882.0",,"3,565.0",86.0
2008,21,DRS Technologies 5,"Mark Newman, Chairman, President and CEO",U.S.,"2,736.5","1,674.8",,"2,821.2",97.0
2008,22,SAFRAN Group,"Jean-Paul BÃ©chat, CEO",France,"2,640.5","3,074.8",,"14,958.7",17.7
2008,23,Saab Ã…ke,"Svensson, President and CEO",Sweden,"2,461.9","1,941.4",,"3,077.5",80.0
2008,24,Booz Allen Hamilton 5,"Ralph Shrader, Chairman and CEO",U.S.,"2,449.0","2,183.0",,"4,000.0",61.2
2008,25,Mitsubishi Heavy Industries 5 6,"Kazuo Tsukuda, President",Japan,"2,354.4","2,055.9",,"26,024.9",9.0
2008,26,Textron,"Lewis Campbell, Chairman, President and CEO",U.S.,"2,088.0","1,400.0",,"11,490.0",18.2
2008,27,Rockwell Collins 7,"Clayton Jones, Chairman, President and CEO",U.S.,"2,043.0","1,810.0",,"3,864.0",52.9
2008,28,Almaz-Antei 8,"Vladislav Menschikov, Director",Russia,"2,019.6","1,567.5",,"2,362.1",85.5
2008,29,EDS,"Michael Jordan, Chairman and CEO",U.S.,"1,940.6","1,400.0",,"21,300.0",9.1
2008,30,Rheinmetall,"Klaus Eberhardt, Executive Board Chairman",Germany,"1,907.8","1,660.6",,"4,791.3",39.8
2008,31,Armor Holdings,"Warren Kanders, Chairman and CEO",U.S.,"1,897.8","1,188.6",,"2,360.9",80.4
2008,32,URS 9,"Martin Koffel, Chairman, President and CEO",U.S.,"1,759.0","1,729.0",,"4,240.0",41.5
2008,33,Israel Aerospace Industries 10,"Itzhak Nissan, President and CEO",Israel,"1,746.0","1,560.0",,"2,813.0",62.1
2008,34,Hindustan Aeronautics 5,"Ashok Baweja, CEO",India,"1,665.0","1,053.0",,"1,850.0",90.0
2008,35,Dassault Aviation,"Charles Edelstenne, Chairman and CEO",France,"1,649.0","2,108.3",,"4,359.5",37.8
2008,36,QinetiQ 5,"Graham Love, CEO",U.K.,"1,513.3","1,677.1",,"1,983.4",76.3
2008,37,Goodrich,"Marshall Larsen, Chairman, President and CEO",U.S.,"1,500.0","1,500.0",,"5,878.0",25.5
2008,38,Harris 11,"Howard Lance, Chairman, President and CEO",U.S.,"1,500.0","1,500.0",,"3,474.8",43.2
2008,39,Elbit Systems,"Joseph Ackerman, President, CEO and Director",Israel,"1,402.0",998.0,,"1,520.0",92.2
2008,40,GKN Group 7,"Kevin Smith, CEO",U.K.,"1,376.3",743.4,,"6,797.4",20.2
2008,41,Krauss-Maffei Wegmann,"Frank Haun, Chairman and CEO",Germany,"1,320.3",710.7,,"1,320.3",100.0
2008,42,Oshkosh Truck 7,"Robert Bohn, Chairman, President and CEO",U.S.,"1,317.2","1,061.0",,"3,427.0",38.4
2008,43,CACI 11,"J.P. London, Chairman, President and CEO",U.S.,"1,282.6","1,179.3",,"1,755.3",73.1
2008,44,Bechtel Group 12,"Riley Bechtel, Chairman and CEO",U.S.,"1,264.5","1,488.9",,"20,000.5",6.2
2008,45,VT Group 5,"Paul Lester, CEO",U.K.,"1,217.9","1,273.2",,"1,739.8",70.0
2008,46,Cobham,"Allan Cook, CEO",U.K.,"1,214.7",877.6,,"1,978.7",61.4
2008,47,Kawasaki Heavy Industries 5 6,"Tadaharu Ohashi, President",Japan,"1,107.7","1,103.2",,"12,201.4",9.1
2008,48,ManTech International,"George Pedersen, Chairman and CEO",U.S.,"1,082.6",930.3,,"1,137.2",95.2
2008,49,Rafael Armament Development Authority,"Yedidia Yaari, President and General Manager",Israel,"1,056.3",845.7,,"1,056.3",100.0
2008,50,Mitsubishi Electric 5 6,"Setsuhiro Shimomura, President",Japan,998.3,971.4,,"30,568.2",3.3
2008,51,Nexter,"Luc Vigneron, Chairman and CEO",France,950.6,865.8,,950.6,100.0%
2008,52,Diehl Stiftung,"Thomas Diehl, President and CEO",Germany,949.8,689.9,,"2,878.2",33.0
2008,53,Washington Group International,"Stephen Hanks, President and CEO",U.S.,907.3,952.0,,"3,398.1",26.7
2008,54,ST Engineering,"Tan Pheng Hock, President and CEO",Singapore,906.8,921.8,,"2,925.2",31.0
2008,55,Babcock International Group 5,"Peter Rogers, CEO",U.K.,858.9,563.7,,"1,455.7",59.0
2008,56,Battelle 7,"Carl Kohrt, President and CEO",U.S.,840.0,746.0,,"3,815.1",22.0
2008,57,Indra Sistemas,"Javier MonzÃ³n, CEO",Spain,792.2,303.3,,"1,584.3",50.0
2008,58,Bharat Electronics 5,"V. V. R. Sastry, Chairman and Managing Director",India,781.6,541.8,,977.0,80.0
2008,59,NEC 5 6,"Kaoru Yano, President",Japan,704.8,917.0,,"39,460.0",1.8
2008,60,EDO,"James Smith, Chairman, President and CEO",U.S.,686.0,623.0,,715.2,95.9
2008,61,Tactical Missiles 8,"Boris Obnosov, Director",Russia,674.8,423.8,,710.4,95.0
2008,62,Fincantieri,"Giuseppe Bono, CEO",Italy,652.9,576.2,,"3,256.7",20.0
2008,63,The Aerospace Corp.,"William Ballhaus, President and CEO",U.S.,637.3,580.9,,719.7,88.6
2008,64,Jacobs Engineering Group 7 12,"Noel Watson, Chairman and CEO",U.S.,504.8,479.0,,"7,421.3",6.8
2008,65,Aviation Holding Company Sukhoi 8,"Mikhail Pogosyan, Director",Russia,625.6,514.8,,742.1,84.3
2008,66,Patria,"Jorma Wiitakorpi, CEO",Finland,622.5,360.0,,732.1,85.0
2008,67,Irkut 8,"Oleg Demchenko, Director",Russia,590.6,687.0,,641.5,92.1
2008,68,MiG 8,"Alexei Fyodorov, Director",Russia,587.3,403.0,,596.2,98.5
2008,69,Tenix Defence 11,"Greg Hayes, CEO",Australia,584.1,602.0,,"1,095.2",53.3
2008,70,Teledyne Technologies,"Robert Mehrabian, Chairman, President and CEO",U.S.,569.4,510.6,,"1,433.2",39.7
2008,71,Cubic 7,"Walter Zable, Chairman, President and CEO",U.S.,564.4,543.4,,821.4,68.7
2008,72,AAI,"Frederick Strader, President and CEO",U.S.,564.0,480.0,,564.0,100.0
2008,74,Ultra Electronic Holdings,"Douglas Caster, CEO",U.K.,561.3,519.0,,738.6,76.0
2008,74,Russia's Helicopters 8,"Yuri Ivanov, Director",Russia,558.0,-,,558.0,100.0
2008,75,Curtiss-Wright,"Martin Benante, Chairman and CEO",U.S.,549.0,520.0,,"1,282.2",42.8
2008,76,Ufa Enginebuilding 8,"Alexander Artyukhov, CEO",Russia,548.7,NA,,569.8,96.3
2008,77,Ruag Suisse,"Ko-ad Peter, Chairman",Switzerland,545.6,580.7,,"1,023.2",53.3
2008,78,ARINC,"John Belcher, Chairman and CEO",U.S.,537.5,330.1,,918.8,58.5
2008,79,Korea Aerospace Industries,"Jeong Hae Ju, President and CEO",South Korea,532.0,595.6,,705.0,75.5
2008,80,Severnaya Verf 8,"Andrei Fomichev, Director",Russia,526.4,436.1,,658.0,80.0
2008,81,Aerospace Equipment 8,"Sergei Bodrunov, Director",Russia,518.3,397.3,,730.0,71.0
2008,82,Meggitt,"Terry Twigger, CEO",U.K.,511.9,625.4,,"1,312.6",39.0
2008,83,CAE 5,"Robert Brown, President and CEO",Canada,489.6,452.3,,"1,082.4",45.2
2008,84,Israel Military Industries,"Avi Felderi, Managing Director",Israel,481.6,379.0,,481.6,100.0
2008,85,Kongsberg Gruppen,"Jan Erik KorssjÃ¸en, CEO",Norway,481.2,390.8,,"1,078.9",44.6
2008,86,Alion Science and Technology 7,"Bahman Atefi, CEO",U.S.,451.8,-,,508.6,88.8
2008,87,BearingPoint,"Harry You, CEO",U.S.,414.0,405.6,,"3,450.0",12.0
2008,88,Ball 3,"David Taylor, President and CEO",U.S.,412.3,361.4,,"6,621.5",6.2
2008,89,IHI Marine United 5,"Yoshinori Imashimizu, President, Representative Director",Japan,378.3,-,,848.1,44.6
2008,90,Fujitsu 5 6,"Hiroaki Kurokawa, President",Japan,374.0,266.2,,581.0,64.4
2008,91,KB Priborostroyeniya (Instrument Design Bureau) 8,"Alexander Rybas, Director",Russia,369.9,-,,371.7,99.5
2008,92,Toshiba 5 6,"Atsutoshi Nishida, President and CEO",Japan,358.8,421.1,,"53,801.0",0.7
2008,93,Rotem Co.,"Yeo-Sung Lee, CEO",Korea,356.4,-,,"1,682.7",21.2
2008,94,MMPP Salyut 8,"Yuri Yeliseyev, Director",Russia,351.1,346.2,,425.5,82.5
2008,95,Orbital Sciences,"David Thompson, Chairman and CEO",U.S.,321.2,350.0,,803.0,40.0
2008,96,IHI 5 6,"Mototsugu Ito, President",Japan,310.0,296.0,,"10,466.0",3.0
2008,97,Aselsan,"Cengiz Ergeneman, General Manager",Turkey,308.5,279.3,,341.1,90.4
2008,98,Komatsu 5 6,"Masahiro Sakane, President and CEO",Japan,307.9,287.5,,"16,058.0",1.9
2008,99,Admiralteiskiye Verfi 8,"Vladimir Alexandrov, Director",Russia,304.6,644.6,,385.0,79.1
2008,100,Chemring 13,"David Price, CEO",U.K.,302.9,-,,356.5,85.0
2007,1,Lockheed Martin,"Robert Stevens, President and CEO",U.S.,"34,225.0","34,050.0",,"37,213.0",98.0
2007,2,Boeing,"James McNerney, Chairman, President and CEO",U.S.,"29,200.0","30,464.0",,"54,845.0",56.1
2007,3,Northrop Grumman,"Ronald Sugar, Chairman and CEO",U.S.,"23,332.0","22,126.0",,"30,700.0",76.0
2007,4,BAE Systems,"Mike Turner, CEO",U.K.,"20,935.2","20,344.0",,"26,500.2",79.0
2007,5,Raytheon,"William Swanson, Chairman and CEO",U.S.,"18,200.0","18,771.0",,"21,900.0",83.1
2007,6,General Dynamics,"Nicholas Chabraja, Chairman and CEO",U.S.,"16,570.0","15,000.0",,"21,244.0",78.0
2007,7,EADS,"Thomas Enders and NoÃ«l Forgeard, co-CEOs",Netherlands,"9,120.3","10,505.9",,"40,508.2",22.5
2007,8,L-3 Communications,"Michael Strianese, interim CEO",U.S.,"8,549.2","6,133.8",,"9,444.7",90.5
2007,9,Thales,"Denis Ranque, Chairman and CEO",France,"8,523.3","8,868.6",,"12,176.1",70.0
2007,10,Halliburton 1,"David Lesar, Chairman, President and CEO",U.S.,"7,552.0","8,000.0",,"20,994.0",36.0
2007,11,Finmeccanica,"Pier Francesco Guarguaglini, Chairman and CEO",Italy,"7,125.7","7,670.6",,"12,728.1",56.0
2007,12,United Techologies,"George David, Chairman and CEO",U.S.,"6,832.0","6,740.0",,"42,700.0",16.0
2007,13,Science Applications International Corp. 2,"Ken Dahlberg, Chairman, CEO and President",U.S.,"5,400.0","4,686.0",,"7,792.0",69.3
2007,14,General Electric 3,"Jeffrey Immelt, Chairman and CEO",U.S.,"3,500.0","3,400.0",,"149,700.0",2.3
2007,15,Computer Sciences Corp. 4,"Van Honeycutt, Chairman and CEO",U.S.,"3,368.9","3,779.0",,"14,615.6",23.1
2007,16,DCN,"Jean-Marie Poimboeuf, President and CEO",France,"3,352.0","3,547.4",,"3,352.0",100.0
2007,17,Rolls-Royce,"Sir John Rose, CEO",U.K.,"3,293.6","3,069.0",,"11,357.2",29.0
2007,18,ITT Industries,"Steven Loranger, Chairman, President and CEO",U.S.,"3,220.0","2,414.0",,"7,400.0",43.5
2007,19,SAFRAN Group,"Jean-Paul Bechat, CEO",France,"3,074.8","3,192.1",,"12,527.9",24.5
2007,20,ATK 4,"Daniel Murphy, Chairman and CEO",U.S.,"2,882.0","2,516.0",,"3,217.0",89.6
2007,21,Booz Allen Hamilton 4,"Ralph Shrader, Chairman and CEO",U.S.,"2,183.0","1,767.0",,"3,700.0",59.0
2007,22,Dassault Aviation,"Charles Edelstenne, Chairman and CEO",France,"2,108.3","1,828.3",,"4,062.7",51.9
2007,23,Mitsubishi Heavy Industries 4 5,"Kazuo Tsukuda, President",Japan,"2,055.9","2,516.7",,"23,750.0",8.7
2007,24,Saab,"Ã…ke Svensson, President and CEO",Sweden,"1,941.4","1,900.0",,"2,426.9",80.0
2007,25,Rockwell Collins 6,"Clayton Jones, Chairman, President and CEO",U.S.,"1,810.0","1,535.0",,"3,445.0",52.5
2007,26,URS 7,"Martin Koffel, Chairman, President and CEO",U.S.,"1,729.0","1,460.0",,"3,918.0",44.1
2007,27,QinetiQ 4 8,"Graham Love, CEO",U.K.,"1,677.1","1,399.1",,"1,973.0",85.0
2007,28,DRS Technologies 4,"Mark Newman, Chairman, President and CEO",U.S.,"1,674.8","1,258.0",,"1,735.5",96.5
2007,29,Rheinmetall,"Klaus Eberhardt, Executive Board Chairman",Germany,"1,660.6","1,882.8",,"4,091.1",40.6
2007,30,Almaz-Antei 9,"Vladislav Menschikov, Director",Russia,"1,567.5",929.0,,"1,741.7",90.0
2007,31,Israel Aircraft Industries,"Yitzhak Nissan, President and CEO",Israel,"1,560.0","1,379.0",,"2,341.0",66.6
2007,32,Honeywell 10,"David Cote, Chairman and CEO",U.S.,"1,504.8","1,382.5",,"27,653.0",5.4
2007,33,Harris 11,"Howard Lance, Chairman, President and CEO",U.S.,"1,500.0","1,445.0",,"3,000.0",50.0
2007,34,Goodrich,"Marshall Larsen, Chairman, President and CEO",U.S.,"1,500.0","1,400.0",,"5,396.0",27.8
2007,35,Bechtel Group 12,"Riley Bechtel, Chairman and CEO",U.S.,"1,486.9","1,742.5",,"18,100.0",8.2
2007,36,Textron,"Lewis Campbell, Chairman, President and CEO",U.S.,"1,400.0","1,500.0",,"10,000.0",14.0
2007,37,EDS,"Michael Jordan, Chairman and CEO",U.S.,"1,400.0","1,538.3",,"19,800.0",7.1
2007,38,Smiths Group 13 14,"Keith Butler-Wheelhouse, CEO",U.K.,"1,362.7","1,243.1",,"5,450.7",25.0
2007,39,Anteon 15,"Joseph Kampf, President and CEO",U.S.,"1,298.3","1,124.8",,"1,490.0",87.1
2007,40,VT Group 4,"Paul Lester, CEO",U.K.,"1,273.2","1,048.4",,"1,591.5",80.0
2007,41,Armor Holdings,"Warren Kanders, Chairman and CEO",U.S.,"1,188.6",605.0,,"1,536.0",77.4
2007,42,CACI 11,"J.P. London, Chairman, President and CEO",U.S.,"1,179.3",771.9,,"1,623.1",72.7
2007,43,Kawasaki Heavy Industries 4 5,"Tadaharu Ohashi, President",Japan,"1,103.2","1,329.0",,"11,249.2",9.8
2007,44,Oshkosh Truck 6,"Robert Bohn, Chairman, President and CEO",U.S.,"1,061.0",905.0,,"2,959.0",35.9
2007,45,Hindustan Aeronautics 4,"Ashok Baweja, Chairman and Managing Director",India,"1,053.0",918.0,,"1,170.0",90.0
2007,46,Elbit Systems,"Joseph Ackerman, President, CEO and Director",Israel,998.0,876.3,,"1,070.0",93.3
2007,47,Mitsubishi Electric 4 5,"Setsuhiro Shimomura, President",Japan,971.4,959.8,,"30,657.6",3.2
2007,48,Ericsson,"Carl-He-ic Svanberg, President and CEO",Sweden,953.7,600.0,,"19,074.2",5.0
2007,49,Washington Group International,"Stephen Hanks, President and CEO",U.S.,952.0,"1,109.7",,"3,188.5",29.9
2007,50,ThyssenKrupp 14,"Ekkehard Schulz, CEO",Germany,946.6,"1,028.8",,"49,822.7",1.9
2007,51,ManTech International,"George Pedersen, Chairman and CEO",U.S.,930.3,773.3,,980.3,94.9
2007,52,ST Engineering,"Tan Pheng Hock, President and CEO",Singapore,922.0,882.6,,"2,004.4",46.0
2007,53,NEC 4 5,"Kaoru Yano, President",Japan,917.0,842.6,,"41,041.1",2.2
2007,54,Navantia,"Juan Pedro GÃ³mez JaÃ©n, Chairman and CEO",Spain,879.7,-,,"1,097.9",80.1
2007,55,Cobham,"Allan Cook, CEO",U.K.,877.6,946.9,,"1,720.8",51.0
2007,56,GIAT Industries,"Luc Vigneron, Chairman and CEO",France,865.8,804.9,,865.8,100.0
2007,57,Rafael Armament Development Authority,"Yedidia Yaari, President and General Manager",Israel,845.7,800.0,,845.7,100.0
2007,58,Kongsberg Gruppen,"Jan Erik KorssjÃ¸en, CEO",Norway,798.7,478.0,,840.7,95.0
2007,59,Battelle 6,"Carl Kohrt, President and CEO",U.S.,746.0,581.0,,"3,400.0",21.9
2007,60,GKN Group 6,"Kevin Smith, CEO",U.K.,743.4,791.7,,"6,194.8",12.0
2007,61,Stewart & Stevenson Services 16,"Max Lukens, President and CEO",U.S.,724.0,549.0,,726.0,99.7
2007,62,Krauss-Maffei Wegmann,"Frank Haun, Chairman and CEO",Germany,710.7,818.6,,710.7,100.0
2007,63,Diehl Stiftung,"Thomas Diehl, President and CEO",Germany,689.9,781.0,,"1,954.3",35.3
2007,64,Irkut 9,"Oleg Demchenko, Director",Russia,687.0,624.5,,861.8,79.7
2007,65,Admiralteiskiye Verfi 9,"Vladimir Alexandrov, Director",Russia,644.6,354.4,,678.5,95.0
2007,66,Meggitt,"Terry Twigger, CEO",U.K.,625.4,415.3,,"1,060.0",59.0
2007,67,EDO,"James Smith, Chairman, President and CEO",U.S.,623.0,489.0,,648.0,96.1
2007,68,Tenix Defence 11,"Robert Salteri, CEO",Australia,602.0,495.3,,762.0,79.0
2007,69,Korea Aerospace Industries 14,"Hae Joo Chung, President and CEO",South Korea,595.6,557.8,,668.5,89.1
2007,70,MITRE 6,"Martin Faga, President and CEO",U.S.,584.7,592.1,,962.1,60.8
